9/26 16:54:04.344	Frostxosoie-Draenor	Selling HeroicThe Eternal Palace.Done by experianced players .come get your kills and loots before it's to late! W/for details!Cheap Price:)	2. Trade	en
9/26 16:54:06.644	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:54:09.994	Ÿu-Draenor	WTS Lvl Up 110-120 // With New Method>>>>>>>>3min.30sec Per Run<<<<<<<<</ With Looms and Pot //Best Price//	2. Trade	en
9/26 16:54:11.544	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:54:12.011	Cyberlockz-Draenor	<Sylvanas Community> | M+ 10-15  (+10 150k|x2+10 300k with FREE armor stack)| +15 for 350k untimed/400k timed) You can afk and get all loot.|HC TEP with VIP SLOTS| Mechagon NM/HM with mount|FH leveling| Jaina mount	2. Trade	en
9/26 16:54:13.344	Nayrisa-Draenor	Wts Bost Lvlup 110-120 Freehold 5 Min Per Run , Im Paladin ilvl 445 . Whisper Me For More Info 	2. Trade	un
9/26 16:54:36.527	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:54:42.511	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:55:06.627	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:55:10.677	Itáchï-Draenor	WTS Mecha-Mogul Mk2 cheap	2. Trade	un
9/26 16:55:12.778	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:55:18.377	Goolloom-Draenor	any1 having lag spikes when turning in quests since the update ??	2. Trade	en
9/26 16:55:30.716	Dadocta-Draenor	yep loads	2. Trade	un
9/26 16:55:30.917	Nayrisa-Draenor	Wts Bost Lvlup 110-120 Freehold 5 Min Per Run , Im Paladin ilvl 445 . Whisper Me For More Info 	2. Trade	un
9/26 16:55:30.917	Rougebruun-Draenor	<Nak og Æd> Er en Dansk Guild på Draenor, vi søger spillere (Dps) til vores raid-hold.TEP HC (8/8) Raid-dage er onsdag og søndag kl 18,45-21. Alle er velkomne raiders såvel som socials, så skriv endelig for mere info/invite	2. Trade	da
9/26 16:55:31.533	Bovas-Draenor	yes	2. Trade	un
9/26 16:55:36.750	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:55:37.817	Jojí-Draenor	<sociopaths> Is a 3/8M 8/8HC guild looking to progress further mythic, mostly looking for rDPS for our continued progression (currently 3/8M on farm)Raids weds/thurs 20:30-23:30.Socials&m+ welcome /w me for more info	2. Trade	en
9/26 16:55:44.283	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:55:44.949	Goolloom-Draenor	good i am not alone then	2. Trade	en
9/26 16:55:49.367	Ÿu-Draenor	WTS Lvl Up 110-120 // With New Method>>>>>>>>3min.30sec Per Run<<<<<<<<</ With Looms and Pot //Best Price//	2. Trade	en
9/26 16:56:07.167	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:56:14.150	Juicypnda-Draenor	<Pink Panda Boosting> 8/8 HC EP TONIGHT 20:00ST, Unsaved boosters with VIP traders available //  Keys +10/+15. +10 now only 150k // Mechagon, Freehold levelling, Islands, PVP boosts available. We accept GOLD ONLY on any realm! /w me.	2. Trade	en
9/26 16:56:15.367	Esthete-Draenor	WTS Mecha-Mogul Mk2 	2. Trade	hr
9/26 16:56:15.367	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:56:16.350	Bovas-Draenor	after 15 years blizz still cannot update without bugs	2. Trade	en
9/26 16:56:38.200	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:56:45.734	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:57:01.760	Ÿu-Draenor	WTS Lvl Up 110-120 // With New Method>>>>>>>>3min.30sec Per Run<<<<<<<<</ With Looms and Pot //Best Price//	2. Trade	en
9/26 16:57:08.194	Draethalera-Draenor	<Pink Panda Boosting> Offering +10 for 150k,+15 for 330k!//Buy x2 Runs and get FREE ARMOR STACK//The Eternal Palace HC full run prices(400k), Azshara(150k) //Mecha Mount Run//ALL GOLD ONLY//DM me for info!	2. Trade	en
9/26 16:57:10.328	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:57:13.994	Cyberlockz-Draenor	<Sylvanas Community> | M+ 10-15  (+10 150k|x2+10 300k with FREE armor stack)| +15 for 350k untimed/400k timed) You can afk and get all loot.|HC TEP with VIP SLOTS| Mechagon NM/HM with mount|FH leveling| Jaina mount	2. Trade	en
9/26 16:57:18.461	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:57:21.927	Esthete-Draenor	WTS Mecha-Mogul Mk2 	2. Trade	hr
9/26 16:57:38.795	Tinkyblinky-Draenor	WTS Handwraps of Unhindered Resonance	2. Trade	en
9/26 16:57:39.660	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:57:47.128	Skychan-Draenor	<Sociopaths> (3/8M 8/8 HC) is recruiting Healers (HPally, Monk, Shaman) DPS (SPriest, Hunter, Rogue, Pally) for progression. Raid days are Wed/Thurs 20:30 - 23:30. All classes considered, M+ and Socials welcome!	2. Trade	en
9/26 16:57:50.527	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:57:51.495	Rougebruun-Draenor	<Nak og Æd> Er en Dansk Guild på Draenor, vi søger spillere (Dps) til vores raid-hold.TEP HC (8/8) Raid-dage er onsdag og søndag kl 18,45-21. Alle er velkomne raiders såvel som socials, så skriv endelig for mere info/invite	2. Trade	da
9/26 16:57:51.495	Esthete-Draenor	WTS Mecha-Mogul Mk2 	2. Trade	hr
9/26 16:57:54.327	Nayrisa-Draenor	Wts Bost Lvlup 110-120 Freehold 5 Min Per Run , Im Paladin ilvl 445 . Whisper Me For More Info 	2. Trade	un
9/26 16:58:09.027	Hallthor-Draenor	WTB Vial of the Sands 50k	2. Trade	en
9/26 16:58:09.561	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:58:12.294	Juicypnda-Draenor	<Pink Panda Boosting> 8/8 HC EP TONIGHT 20:00ST, Unsaved boosters with VIP traders available //  Keys +10/+15. +10 now only 150k // Mechagon, Freehold levelling, Islands, PVP boosts available. We accept GOLD ONLY on any realm! /w me.	2. Trade	en
9/26 16:58:14.094	Esthete-Draenor	WTS Mecha-Mogul Mk2 	2. Trade	hr
9/26 16:58:21.895	Rougebruun-Draenor	<Nak og Æd> Er en Dansk Guild på Draenor, vi søger spillere (Dps) til vores raid-hold.TEP HC (8/8) Raid-dage er onsdag og søndag kl 18,45-21. Alle er velkomne raiders såvel som socials, så skriv endelig for mere info/invite	2. Trade	da
9/26 16:58:41.359	Esthete-Draenor	WTS Mecha-Mogul Mk2 	2. Trade	hr
9/26 16:58:42.429	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:58:42.429	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:58:43.294	Nayrisa-Draenor	Wts Bost Lvlup 110-120 Freehold 5 Min Per Run , Im Paladin ilvl 445 . Whisper Me For More Info 	2. Trade	un
9/26 16:58:43.726	Ÿu-Draenor	WTS Lvl Up 110-120 // With New Method>>>>>>>>3min.30sec Per Run<<<<<<<<</ With Looms and Pot //Best Price//	2. Trade	en
9/26 16:59:14.560	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 16:59:14.860	Khundar-Draenor	FAIR DEAL - WTB Battle-Scarred Augment Rune400gold/each whisper me with offers or send C.O.D.	2. Trade	en
9/26 17:01:02.511	Nayrisa-Draenor	Wts Bost Lvlup 110-120 Freehold 5 Min Per Run , Im Paladin ilvl 445 . Whisper Me For More Info 	2. Trade	un
9/26 17:01:19.384	Esthete-Draenor	WTS Mecha-Mogul Mk2 	2. Trade	hr
9/26 17:01:44.951	Ÿu-Draenor	WTS Lvl Up 110-120 // With New Method>>>>>>>>3min.30sec Per Run<<<<<<<<</ With Looms and Pot //Best Price//	2. Trade	en
9/26 17:01:48.149	Hallthor-Draenor	WTB Vial of the Sands 50k	2. Trade	en
9/26 17:02:21.155	Juicypnda-Draenor	<Pink Panda Boosting> 8/8 HC EP TONIGHT 20:00ST, Unsaved boosters with VIP traders available //  Keys +10/+15. +10 now only 150k // Mechagon, Freehold levelling, Islands, PVP boosts available. We accept GOLD ONLY on any realm! /w me.	2. Trade	en
9/26 17:02:25.882	Brunxi-Draenor	Mage lf mythic raid tonight/w	2. Trade	un
9/26 17:02:27.518	Draethalera-Draenor	<Pink Panda Boosting> Offering +10 for 150k,+15 for 330k!//Buy x2 Runs and get FREE ARMOR STACK//The Eternal Palace HC full run prices(400k), Azshara(150k) //Mecha Mount Run//ALL GOLD ONLY//DM me for info!	2. Trade	en
9/26 17:02:44.750	Ÿu-Draenor	WTS Lvl Up 110-120 // With New Method>>>>>>>>3min.30sec Per Run<<<<<<<<</ With Looms and Pot //Best Price//	2. Trade	en
9/26 17:02:52.752	Nayrisa-Draenor	Wts Bost Lvlup 110-120 Freehold 5 Min Per Run , Im Paladin ilvl 445 . Whisper Me For More Info 	2. Trade	un
9/26 17:03:04.419	Cyberlockz-Draenor	<Sylvanas Community> | M+ 10-15  (+10 150k|x2+10 300k with FREE armor stack)| +15 for 350k untimed/400k timed) You can afk and get all loot.|HC TEP with VIP SLOTS| Mechagon NM/HM with mount|FH leveling| Jaina mount	2. Trade	en
9/26 17:03:11.484	Wolfwallstr-Draenor	WTB ALL Barnacled Lockbox 50 g, Zin'anthid 20 g for each,send only C.O.D.	2. Trade	en
9/26 17:04:03.984	Hallthor-Draenor	WTB Vial of the Sands 50k	2. Trade	en
9/26 17:04:05.750	Brunxi-Draenor	Mage lf mythic raid tonight/w	2. Trade	un
9/26 17:04:26.651	Pedrosalence-Draenor	Selling the Eternal Palace 8/8 Mythic Boost with Full Loots drop Guarantee exactly for your Armor type (+up to 7-9 BiS items) Starting today at 17:30 Server time	2. Trade	en
9/26 17:04:31.351	Esthete-Draenor	WTS Mecha-Mogul Mk2 	2. Trade	hr
9/26 17:04:31.886	Garaax-Draenor	WT$ Powerlvling 110-120 FreeholdFreehold Twink 4 min Per Run ^^ So WT$ island (Accept Gold All Realm)	2. Trade	en
9/26 17:04:45.517	Azordrfour-Draenor	The Gallywix Community | WTS The Eternal Palace HEROIC | 19:00 Server Time | 8/8H, 7/8H & VIP Slots! | Run by 8/8M, World Top 10, Hall of Fame Guild! | All 430-455 iLvl BiS Loot/Azerite Rolled Out!	2. Trade	en
9/26 17:04:51.749	Ÿu-Draenor	WTS Lvl Up 110-120 // With New Method>>>>>>>>3min.30sec Per Run<<<<<<<<</ With Looms and Pot //Best Price//	2. Trade	en
9/26 17:04:55.250	Nayrisa-Draenor	Wts Bost Lvlup 110-120 Freehold 5 Min Per Run , Im Paladin ilvl 445 . Whisper Me For More Info 	2. Trade	un
9/26 17:05:12.385	Wolfwallstr-Draenor	WTB ALL Barnacled Lockbox 50 g, Zin'anthid 20 g for each,send only C.O.D.	2. Trade	en
9/26 17:05:26.716	Esthete-Draenor	WTS Mecha-Mogul Mk2 	2. Trade	hr
9/26 17:05:30.419	Draethalera-Draenor	<Pink Panda Boosting> Offering +10 for 150k,+15 for 330k!//Buy x2 Runs and get FREE ARMOR STACK//The Eternal Palace HC full run prices(400k), Azshara(150k) //Mecha Mount Run//ALL GOLD ONLY//DM me for info!	2. Trade	en
9/26 17:05:30.619	Papashield-Draenor	"<Pink Panda Boosting> Selling Keys +10/+15. +10 Now ONLY 150k! Buy 2x, and get FREE ARMOR STACKING! . Mechagon/Freehold/Mounts/PVP/Leveling available! Unsaved (with VIP slots) full HC Azshara's Eternal Palace"" for GOLD! /w for info"	2. Trade	en
9/26 17:05:49.921	Cyberlockz-Draenor	<Sylvanas Community> | M+ 10-15  (+10 150k|x2+10 300k with FREE armor stack)| +15 for 350k untimed/400k timed) You can afk and get all loot.|HC TEP with VIP SLOTS| Mechagon NM/HM with mount|FH leveling| Jaina mount	2. Trade	en
9/26 17:06:00.785	Azordrfour-Draenor	The Gallywix Community | WTS The Eternal Palace HEROIC | 19:00 Server Time | 8/8H, 7/8H & VIP Slots! | Run by 8/8M, World Top 10, Hall of Fame Guild! | All 430-455 iLvl BiS Loot/Azerite Rolled Out!	2. Trade	en
9/26 17:06:08.383	Brunxi-Draenor	Mage lf mythic raid tonight/w	2. Trade	un
9/26 17:06:08.651	Qqbi-Draenor	WT$ Powerlvling 110-120 FreeholdFreehold] Twink 4 min Per Run ^^ So WT$ island (Accept Gold All Realm).. Whisper For Info	2. Trade	en
9/26 17:06:08.651	Qqbi-Draenor	WT$ Keys 10-16 Boosting Good score Gp^^ WT$ The Eternal Palace Hc after 10 min Start Raid. So WT$ Operation: Mechagon	2. Trade	en
9/26 17:06:12.615	Fistboost-Draenor	s	2. Trade	un
9/26 17:07:00.541	Ÿu-Draenor	WTS Lvl Up 110-120 // With New Method>>>>>>>>3min.30sec Per Run<<<<<<<<</ With Looms and Pot //Best Price//	2. Trade	en
9/26 17:07:04.657	Esthete-Draenor	WTS Mecha-Mogul Mk2 	2. Trade	hr
9/26 17:07:10.325	Rougebruun-Draenor	<Nak og Æd> Er en Dansk Guild på Draenor, vi søger spillere (Dps) til vores raid-hold.TEP HC (8/8) Raid-dage er onsdag og søndag kl 18,45-21. Alle er velkomne raiders såvel som socials, så skriv endelig for mere info/invite	2. Trade	da
9/26 17:07:13.391	Wolfwallstr-Draenor	WTB ALL Barnacled Lockbox 50 g, Zin'anthid 20 g for each,send only C.O.D.	2. Trade	en
9/26 17:07:18.391	Azordrfour-Draenor	The Gallywix Community | WTS The Eternal Palace HEROIC | 19:00 Server Time | 8/8H, 7/8H & VIP Slots! | Run by 8/8M, World Top 10, Hall of Fame Guild! | All 430-455 iLvl BiS Loot/Azerite Rolled Out!	2. Trade	en
9/26 17:07:24.191	Jojí-Draenor	<sociopaths> Is a 3/8M 8/8HC guild looking to progress further mythic, mostly looking for rDPS for our continued progression (currently 3/8M on farm)Raids weds/thurs 20:30-23:30.Socials&m+ welcome /w me for more info	2. Trade	en
9/26 17:07:37.475	Rougebruun-Draenor	<Nak og Æd> Er en Dansk Guild på Draenor, vi søger spillere (Dps) til vores raid-hold.TEP HC (8/8) Raid-dage er onsdag og søndag kl 18,45-21. Alle er velkomne raiders såvel som socials, så skriv endelig for mere info/invite	2. Trade	da
9/26 17:07:38.623	Wynónna-Draenor	Has Your Guild Become a Dead Zone And You Have To Pug Raids <<RX>> Late Night Raiding Guild W/ info	2. Trade	en
9/26 17:07:45.124	Esthete-Draenor	WTS Mecha-Mogul Mk2 	2. Trade	hr
9/26 17:07:59.900	Cyberlockz-Draenor	<Sylvanas Community> | M+ 10-15  (+10 150k|x2+10 300k with FREE armor stack)| +15 for 350k untimed/400k timed) You can afk and get all loot.|HC TEP with VIP SLOTS| Mechagon NM/HM with mount|FH leveling| Jaina mount	2. Trade	en
9/26 17:09:03.853	Rougebruun-Draenor	<Nak og Æd> Er en Dansk Guild på Draenor, vi søger spillere (Dps) til vores raid-hold.TEP HC (8/8) Raid-dage er onsdag og søndag kl 18,45-21. Alle er velkomne raiders såvel som socials, så skriv endelig for mere info/invite	2. Trade	da
9/26 17:09:06.653	Rougebruun-Draenor	<Nak og Æd> Er en Dansk Guild på Draenor, vi søger spillere (Dps) til vores raid-hold.TEP HC (8/8) Raid-dage er onsdag og søndag kl 18,45-21. Alle er velkomne raiders såvel som socials, så skriv endelig for mere info/invite	2. Trade	da
9/26 17:09:06.902	Esthete-Draenor	WTS Mecha-Mogul Mk2 	2. Trade	hr
9/26 17:09:35.769	Lunamy-Draenor	WTS Plundered Biting Shot Longbow	2. Trade	en
9/26 17:09:47.037	Xenodan-Draenor	<Intact> Is a guild made by a group of friends and we are looking for people to raid with. We are currently looking for DPS & Healers. Socials are welcome aswell. 8/8H. We like to joke around so bring your best memes!	2. Trade	en
9/26 17:10:04.901	Ÿu-Draenor	WTS Lvl Up 110-120 // With New Method>>>>>>>>3min.30sec Per Run<<<<<<<<</ With Looms and Pot //Best Price//	2. Trade	en
9/26 17:10:20.235	Royalripper-Draenor	WTS +10-15 Keystone +Operation: Mechagon| get your +440 item from weekly chest and 17 k titan residum also boost gear from 0 to +430 w me for more info ( for gold )	2. Trade	en
9/26 17:11:05.428	Papashield-Draenor	"<Pink Panda Boosting> Selling Keys +10/+15. +10 Now ONLY 150k! Buy 2x, and get FREE ARMOR STACKING! . Mechagon/Freehold/Mounts/PVP/Leveling available! Unsaved (with VIP slots) full HC Azshara's Eternal Palace"" for GOLD! /w for info"	2. Trade	en
9/26 17:11:15.760	Wolfwallstr-Draenor	WTB ALL Barnacled Lockbox 50 g, Zin'anthid 20 g for each,send only C.O.D.	2. Trade	en
9/26 17:11:32.693	Leyock-Draenor	<Wipe Res Rebuff> 3/8M 8/8HC ~ TWO DAY RAIDING GUILD Thurs/Sun 19:40 - 23:00 ST ~ LF RELIABLE DPS. Guild of friends who push mythic in a chill environment. Socials and Mythic + teams  always welcome <3	2. Trade	en
9/26 17:11:39.963	Qqbi-Draenor	WT$ Powerlvling 110-120 FreeholdFreehold] Twink 4 min Per Run ^^ So WT$ island (Accept Gold All Realm).. Whisper For Info	2. Trade	en
9/26 17:11:39.963	Qqbi-Draenor	WT$ Keys 10-16 Boosting Good score Gp^^ WT$ The Eternal Palace Hc after 10 min Start Raid. So WT$ Operation: Mechagon	2. Trade	en
9/26 17:11:41.296	Ruestia-Draenor	<Exalted Legacy> Newly formed guild, seeking to bolster our ranks with people interested in progressive raids in the future. Aiming to have a friendly environment, as we welcome everyone!	2. Trade	en
9/26 17:12:28.069	Tòni-Draenor	<Gallywix Boosting Community> | WTS >>MYTHIC+10-21<< WITH IN-TIME GUARANTEE! | Weekly 440+ iLvl Item | 430+ iLvl Items at the end of the dungeon. | We trade you all the loot! | We offer ALL KEYS, ALL ARMOR STACKS/GROUPS! | Going ANY TIME!	2. Trade	en
9/26 17:13:28.741	Ÿu-Draenor	WTS Lvl Up 110-120 // With New Method>>>>>>>>3min.30sec Per Run<<<<<<<<</ With Looms and Pot //Best Price//	2. Trade	en
9/26 17:13:35.310	Royalripper-Draenor	WTS M+10-15 with 2k gp scor / all loot for you / also boost gear 0 to +430 w me for info / WTS Operation: Mechagon 	2. Trade	en
9/26 17:13:36.094	Draethalera-Draenor	<Pink Panda Boosting> Offering +10 for 150k,+15 for 330k!//Buy x2 Runs and get FREE ARMOR STACK//The Eternal Palace HC full run prices(400k), Azshara(150k) //Mecha Mount Run//ALL GOLD ONLY//DM me for info!	2. Trade	en
9/26 17:13:57.493	Brunxi-Draenor	Mage lf mythic raid tonight/w	2. Trade	un
9/26 17:14:12.527	Tòni-Draenor	<Gallywix Boosting Community> | WTS >>MYTHIC+10-21<< WITH IN-TIME GUARANTEE! | Weekly 440+ iLvl Item | 430+ iLvl Items at the end of the dungeon. | We trade you all the loot! | We offer ALL KEYS, ALL ARMOR STACKS/GROUPS! | Going ANY TIME!	2. Trade	en
9/26 17:14:25.860	Reinforce-Draenor	Is your guild stuttering to a stop? Are you ranged dps? Are u fed up being better than everyone else in your guild? Well, <Foundation> are recruiting ranged dps for za'qul progress and onwards! Be the best version of you, whisper me for more info :)	2. Trade	en
